                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.95437,                0.58353,                 1.0961,                0.80942,                0.73349,                0.82605,                0.55666,                 1.2123,                0.75983,                 1.2506,               0.004753,               0.004753,               0.004753
                    161,                0.95185,                0.57888,                 1.0836,                0.81027,                0.73349,                0.82658,                 0.5584,                 1.2141,                0.76354,                 1.2446,                0.00472,                0.00472,                0.00472
                    162,                0.96023,                0.58608,                 1.0939,                0.81565,                0.73102,                0.82689,                0.55946,                 1.2107,                0.76093,                 1.2409,               0.004687,               0.004687,               0.004687
                    163,                0.96141,                0.58081,                 1.0943,                0.80333,                0.73823,                0.82474,                0.55702,                 1.2057,                0.75526,                 1.2421,               0.004654,               0.004654,               0.004654
                    164,                0.95274,                 0.5824,                 1.0956,                0.79491,                0.74586,                0.82544,                0.55798,                 1.2069,                0.75669,                 1.2434,               0.004621,               0.004621,               0.004621
                    165,                0.96277,                0.57804,                 1.0915,                 0.8092,                 0.7342,                0.82413,                0.55672,                 1.2057,                0.75801,                 1.2408,               0.004588,               0.004588,               0.004588
                    166,                0.94226,                0.57016,                 1.0893,                0.80593,                 0.7306,                0.82233,                0.55707,                 1.2081,                0.76078,                 1.2438,               0.004555,               0.004555,               0.004555
                    167,                0.95281,                0.57875,                 1.0867,                0.82693,                 0.7135,                0.82318,                 0.5561,                 1.2109,                0.76595,                  1.246,               0.004522,               0.004522,               0.004522
                    168,                0.95947,                0.57792,                 1.0893,                0.81425,                0.72654,                0.82151,                0.55514,                  1.214,                0.77026,                 1.2461,               0.004489,               0.004489,               0.004489
                    169,                0.95582,                0.57481,                 1.0907,                0.81128,                0.72836,                0.82044,                0.55575,                 1.2078,                0.76723,                 1.2449,               0.004456,               0.004456,               0.004456
                    170,                0.94098,                0.57333,                 1.0948,                0.81038,                0.73612,                0.82267,                0.55701,                 1.2106,                0.76092,                 1.2495,               0.004423,               0.004423,               0.004423
                    171,                 0.9399,                 0.5671,                 1.0839,                0.80496,                0.74053,                0.82056,                0.55412,                  1.217,                0.76386,                 1.2561,                0.00439,                0.00439,                0.00439
                    172,                0.93982,                0.57298,                  1.085,                0.81958,                0.72297,                0.82155,                0.55399,                 1.2197,                0.76694,                 1.2572,               0.004357,               0.004357,               0.004357
                    173,                0.94572,                0.57368,                 1.0865,                 0.8053,                0.73402,                0.82073,                 0.5561,                 1.2153,                0.76271,                 1.2559,               0.004324,               0.004324,               0.004324
                    174,                0.93012,                0.56579,                 1.0886,                0.80164,                0.73875,                  0.821,                0.55595,                 1.2152,                0.76028,                 1.2546,               0.004291,               0.004291,               0.004291
                    175,                 0.9345,                0.56968,                 1.0876,                0.79998,                0.73552,                 0.8176,                0.55427,                 1.2103,                0.76854,                 1.2543,               0.004258,               0.004258,               0.004258
                    176,                0.92728,                0.56882,                 1.0905,                0.81836,                0.71951,                0.81873,                0.55523,                 1.2074,                 0.7692,                 1.2545,               0.004225,               0.004225,               0.004225
                    177,                0.93723,                0.56543,                 1.0777,                0.81136,                0.72876,                0.82096,                0.55512,                 1.2089,                0.76455,                  1.252,               0.004192,               0.004192,               0.004192
                    178,                 0.9455,                0.56537,                  1.083,                0.82164,                0.71455,                0.81815,                 0.5535,                 1.2128,                0.77229,                 1.2544,               0.004159,               0.004159,               0.004159
                    179,                0.93021,                0.56511,                  1.087,                0.81704,                0.72139,                0.81919,                 0.5545,                 1.2119,                0.77026,                 1.2561,               0.004126,               0.004126,               0.004126
                    180,                0.94407,                0.56827,                 1.0831,                0.79543,                0.74086,                0.81953,                0.55551,                 1.2072,                0.76869,                 1.2522,               0.004093,               0.004093,               0.004093
                    181,                0.92929,                0.56657,                 1.0808,                0.79193,                0.74112,                0.81978,                0.55544,                 1.2075,                0.76638,                 1.2499,                0.00406,                0.00406,                0.00406
                    182,                0.93217,                0.55941,                  1.081,                0.80032,                0.73074,                 0.8188,                0.55494,                 1.2054,                0.76763,                 1.2455,               0.004027,               0.004027,               0.004027
                    183,                0.92426,                0.55827,                 1.0761,                0.79496,                0.73954,                0.82124,                0.55596,                 1.2046,                0.76511,                 1.2451,               0.003994,               0.003994,               0.003994
                    184,                0.93677,                0.56085,                 1.0866,                0.82629,                0.71902,                0.82122,                 0.5548,                 1.2043,                0.76383,                 1.2457,               0.003961,               0.003961,               0.003961
                    185,                0.91624,                0.55822,                 1.0789,                0.81619,                0.72534,                0.82176,                0.55533,                 1.2071,                0.76675,                 1.2491,               0.003928,               0.003928,               0.003928
                    186,                0.92174,                0.55738,                 1.0799,                0.80856,                0.72672,                0.81932,                0.55275,                 1.2128,                0.76964,                 1.2517,               0.003895,               0.003895,               0.003895
                    187,                0.92425,                0.55453,                 1.0786,                0.80563,                0.72731,                0.81792,                  0.552,                 1.2131,                0.76956,                 1.2536,               0.003862,               0.003862,               0.003862
                    188,                0.92724,                0.55935,                 1.0841,                 0.8194,                0.71738,                0.81625,                0.55083,                 1.2162,                0.77175,                 1.2569,               0.003829,               0.003829,               0.003829
                    189,                0.93725,                 0.5663,                 1.0839,                0.82236,                0.71126,                0.81716,                0.55172,                 1.2159,                0.76692,                 1.2553,               0.003796,               0.003796,               0.003796
                    190,                0.91937,                0.55899,                 1.0786,                0.82085,                0.71797,                0.81968,                0.55317,                 1.2129,                0.76763,                 1.2528,               0.003763,               0.003763,               0.003763
                    191,                 0.9247,                0.55598,                 1.0776,                0.82596,                 0.7135,                0.82283,                0.55515,                 1.2095,                0.76207,                 1.2502,                0.00373,                0.00373,                0.00373
                    192,                0.93356,                0.55736,                 1.0795,                0.83574,                0.70808,                0.82305,                 0.5543,                 1.2092,                0.76372,                 1.2489,               0.003697,               0.003697,               0.003697
                    193,                 0.9237,                 0.5508,                 1.0771,                0.81778,                0.72494,                0.82203,                0.55421,                 1.2094,                0.76386,                 1.2495,               0.003664,               0.003664,               0.003664
                    194,                0.92594,                0.55711,                 1.0772,                 0.8119,                0.72876,                0.82194,                0.55487,                 1.2063,                 0.7593,                 1.2485,               0.003631,               0.003631,               0.003631
                    195,                0.91971,                0.55405,                 1.0761,                0.82078,                0.72586,                0.82221,                0.55425,                 1.2087,                0.75741,                 1.2511,               0.003598,               0.003598,               0.003598
                    196,                0.90812,                0.55045,                 1.0732,                0.82269,                0.72387,                0.82209,                0.55423,                 1.2086,                0.76008,                 1.2507,               0.003565,               0.003565,               0.003565
                    197,                0.91844,                0.55648,                 1.0747,                0.80298,                0.73454,                0.82073,                0.55441,                 1.2056,                0.76605,                 1.2501,               0.003532,               0.003532,               0.003532
                    198,                0.91903,                 0.5556,                 1.0728,                0.79849,                0.73598,                0.81976,                0.55315,                 1.2081,                 0.7644,                 1.2524,               0.003499,               0.003499,               0.003499
                    199,                0.90863,                 0.5494,                 1.0695,                0.80219,                0.73349,                0.82031,                0.55336,                 1.2102,                0.76392,                 1.2535,               0.003466,               0.003466,               0.003466
                    200,                0.91165,                0.55438,                 1.0725,                0.80836,                0.72586,                0.82011,                0.55457,                 1.2084,                0.76007,                 1.2525,               0.003433,               0.003433,               0.003433
                    201,                0.91589,                0.55344,                  1.083,                0.80893,                0.73191,                0.82066,                0.55631,                 1.2098,                0.76118,                 1.2565,                 0.0034,                 0.0034,                 0.0034
                    202,                0.91667,                0.54873,                 1.0723,                0.80244,                0.73139,                0.81977,                0.55557,                 1.2096,                0.76182,                 1.2564,               0.003367,               0.003367,               0.003367
                    203,                0.92092,                0.54923,                 1.0688,                0.78732,                0.74116,                0.81941,                0.55499,                 1.2075,                0.76327,                 1.2536,               0.003334,               0.003334,               0.003334
                    204,                0.92058,                 0.5448,                 1.0705,                0.77416,                0.75847,                0.81858,                 0.5556,                 1.2085,                0.76581,                 1.2555,               0.003301,               0.003301,               0.003301
                    205,                0.91083,                0.54446,                 1.0728,                0.77919,                0.75758,                0.81975,                0.55425,                 1.2087,                0.76766,                 1.2562,               0.003268,               0.003268,               0.003268
                    206,                0.90518,                0.54762,                 1.0694,                 0.7792,                0.75204,                0.82006,                0.55527,                 1.2092,                0.76578,                 1.2573,               0.003235,               0.003235,               0.003235
                    207,                0.90771,                0.54969,                 1.0727,                0.80449,                0.73533,                0.82096,                0.55579,                 1.2088,                0.76174,                 1.2572,               0.003202,               0.003202,               0.003202
                    208,                0.90794,                0.54371,                 1.0674,                0.80646,                0.73375,                0.82009,                0.55512,                 1.2107,                0.76444,                 1.2593,               0.003169,               0.003169,               0.003169
                    209,                0.90932,                0.54804,                 1.0701,                0.80667,                0.72797,                0.81957,                0.55355,                 1.2114,                0.76781,                 1.2616,               0.003136,               0.003136,               0.003136
                    210,                0.90166,                0.53895,                 1.0654,                0.81182,                0.72636,                0.81882,                0.55383,                 1.2113,                0.76771,                 1.2611,               0.003103,               0.003103,               0.003103
                    211,                0.90497,                0.54505,                  1.067,                0.81273,                0.72502,                0.81805,                0.55275,                 1.2125,                0.76888,                 1.2625,                0.00307,                0.00307,                0.00307
                    212,                0.91055,                0.53387,                 1.0623,                0.81045,                0.72876,                0.81733,                0.55281,                 1.2104,                0.76957,                 1.2592,               0.003037,               0.003037,               0.003037
                    213,                0.90379,                0.53705,                 1.0635,                0.81582,                0.72323,                0.81779,                 0.5534,                 1.2114,                0.77003,                 1.2575,               0.003004,               0.003004,               0.003004
                    214,                0.89301,                0.53289,                 1.0593,                0.81304,                0.72421,                0.81653,                 0.5527,                 1.2116,                0.77299,                 1.2576,               0.002971,               0.002971,               0.002971
                    215,                0.89544,                0.53951,                 1.0678,                0.81177,                0.72612,                0.81682,                0.55262,                 1.2118,                0.77335,                 1.2574,               0.002938,               0.002938,               0.002938
                    216,                 0.8873,                0.53618,                 1.0673,                0.80699,                0.73149,                0.81699,                 0.5526,                 1.2124,                0.77319,                 1.2598,               0.002905,               0.002905,               0.002905
                    217,                0.90906,                0.53939,                 1.0675,                 0.8058,                0.72954,                0.81669,                0.55197,                 1.2127,                0.77645,                 1.2605,               0.002872,               0.002872,               0.002872
                    218,                0.87478,                0.52736,                 1.0616,                0.80841,                0.72612,                0.81557,                0.55214,                 1.2136,                0.77734,                 1.2619,               0.002839,               0.002839,               0.002839
                    219,                0.90547,                0.54124,                 1.0676,                0.80052,                0.73639,                0.81709,                0.55321,                 1.2119,                0.77581,                 1.2595,               0.002806,               0.002806,               0.002806
                    220,                0.88987,                0.53052,                  1.059,                0.79446,                0.73521,                0.81671,                0.55254,                 1.2106,                0.77465,                  1.258,               0.002773,               0.002773,               0.002773
                    221,                0.89275,                0.53781,                 1.0667,                 0.7943,                0.73553,                0.81551,                0.55212,                 1.2107,                0.77135,                 1.2587,                0.00274,                0.00274,                0.00274
                    222,                0.88182,                0.52978,                 1.0582,                0.80559,                 0.7239,                0.81531,                0.55114,                  1.212,                0.77627,                  1.258,               0.002707,               0.002707,               0.002707
                    223,                 0.8995,                0.54124,                 1.0629,                0.81129,                0.71797,                0.81489,                0.55175,                  1.213,                0.77842,                 1.2596,               0.002674,               0.002674,               0.002674
                    224,                0.89412,                0.53346,                 1.0597,                0.81273,                0.71816,                0.81671,                0.55168,                 1.2127,                0.77665,                 1.2595,               0.002641,               0.002641,               0.002641
                    225,                0.87881,                0.52819,                 1.0554,                0.81029,                0.72113,                0.81788,                0.55152,                 1.2129,                0.77399,                 1.2583,               0.002608,               0.002608,               0.002608
                    226,                0.88891,                0.53233,                 1.0566,                0.80871,                 0.7227,                0.81671,                0.55058,                 1.2141,                0.77494,                 1.2598,               0.002575,               0.002575,               0.002575
                    227,                0.89023,                0.53025,                 1.0613,                0.81491,                0.72048,                0.81684,                0.55035,                 1.2148,                0.77724,                 1.2613,               0.002542,               0.002542,               0.002542
                    228,                0.88041,                 0.5289,                 1.0574,                 0.8194,                0.72034,                0.81567,                0.55016,                 1.2154,                0.77536,                 1.2621,               0.002509,               0.002509,               0.002509
                    229,                0.88544,                0.53153,                 1.0622,                0.81861,                 0.7231,                0.81628,                0.54964,                 1.2153,                0.77571,                 1.2627,               0.002476,               0.002476,               0.002476
